Point,Depth,USCS_code,PF_code,GMC,Notes
T3-116,450,SM,1,32.7,
T3-116,460,SM,1,,
T3-116,470,SM,1,,
T3-116,480,SM,1,35.9,
T3-116,490,SM,1,,
T3-116,500,SM,1,,
T3-116,510,SM,1,37.8,
T3-116,520,SM,1,,
T3-116,530,SM,1,,
T3-116,540,SM,1,34.2,
T3-116,550,SM,1,,
T3-116,560,SM,1,,
T3-116,570,SM,1,32.4,
T3-116,580,SM,1,,
T3-116,590,SM,1,,
T3-116,600,SP,1,31.2,
T3-116,610,SP,1,,
T3-116,620,SP,1,,
T3-116,630,SP,1,31.7,
T3-119,10,Pt,0,,thaw depth 44 cm
T3-119,20,Pt,0,,
T3-119,30,ML,0,,OL? no sample
T3-119,40,ML,0,,OL?
T3-119,50,ML,1,,OL?
T3-119,60,ML,1,117.3,OL?
T3-119,70,ML,1,,OL?
T3-119,80,ML,1,,OL?
T3-119,90,ML,1,66.1,OL?
T3-119,100,ML,1,,OL?
T3-119,110,ML,1,,
T3-119,120,ML,1,36.1,
T3-119,130,ML,1,,
T3-119,140,ML,1,,
T3-119,150,ML,1,55.6,
T3-119,160,ML,1,,
T3-119,170,ML,1,,
T3-119,180,ML,1,32.4,
T3-119,190,ML,1,,
T3-119,200,ML,1,,
T3-119,210,ML,1,35.3,
T3-119,220,ML,1,,
T3-119,230,ML,1,,
T3-119,240,Pt,1,313.1,
T3-119,250,Pt,1,,OL?
T3-119,260,Pt,1,,OL?
T3-119,270,ML,1,71.2,
T3-119,280,ML,1,,
T3-119,290,ML,1,,
T3-119,300,ML,1,59.4,
T3-119,310,ML,1,,
T3-119,320,ML,1,,
T3-119,330,ML,1,74,
T3-119,340,ML,1,,
T3-119,350,ML,1,,
T3-119,360,ML,1,37.5,
T3-119,370,SM,1,,
T3-119,380,SM,1,,
T3-119,390,SM,1,41.1,
T3-119,400,SM,1,,
T3-119,410,SM,1,,
T3-119,420,SM,1,35.7,
T3-119,430,SM,1,,
T3-119,440,SM,1,,
T3-119,450,SM,1,33.4,
T3-119,460,SM,1,,
T3-119,470,SM,1,,
T3-119,480,SM,1,32.6,
T3-119,490,SM,1,,
T3-119,500,SM,1,,
T3-119,510,SM,1,35.3,
T3-119,520,SM,1,,
T3-119,530,SM,1,,
T3-119,540,SM,1,32.5,
T3-119,550,SM,1,,
T3-119,560,SM,1,,
T3-119,570,SP,1,30.9,
T3-119,580,SM,1,,
T3-119,590,SM,1,,
T3-119,600,SP,1,33.6,
T3-119,610,SP,1,,
T3-119,620,SP,1,,
T3-119,630,SP,1,27.8,
T3-119,640,SP,1,,
T3-119,650,SP,1,,
T3-119,660,SP,1,32.4,
T3-119,670,SP,1,,
T3-119,680,SP,1,,
T3-119,690,SP,1,28.8,
T3-119,700,SP,1,,
T3-119,710,SP,1,,
T3-119,720,SP,1,28.7,
T3-119,730,SP,1,,
T3-119,740,GW,1,,
T3-119,750,GW,1,11.6,
T3-122,10,Pt,0,,thaw depth 54 cm
T3-122,20,Pt,0,,
T3-122,30,Pt,0,152.6,
T3-122,40,Pt,0,,
T3-122,50,Pt,1,,
T3-122,60,ML,1,103.6,OL?
T3-122,70,ML,1,,OL?
T3-122,80,ML,1,,OL?
T3-122,90,ML,1,88.9,OL?
T3-122,100,ML,1,,OL?
T3-122,110,ML,1,,OL?
T3-122,120,ML,1,64.9,OL?
T3-122,130,ML,1,,OL?
T3-122,140,ML,1,,
T3-122,150,ML,1,36.2,
T3-122,160,ML,1,,
T3-122,170,ML,1,,
T3-122,180,ML,1,33.1,
T3-122,190,ML,1,,
T3-122,200,ML,1,,
T3-122,210,ML,1,29.3,
T3-122,220,ML,1,,
T3-122,230,ML,1,,
T3-122,240,ML,1,35.8,
T3-122,250,ML,1,,
T3-122,260,Pt,1,,
T3-122,270,Pt,1,358.6,
T3-122,280,Pt,1,,
T3-122,290,ML,1,,OL?
T3-122,300,ML,1,46.8,OL?
T3-122,310,ML,1,,OL?
T3-122,320,SM,1,,
T3-122,330,SM,1,76.4,
T3-122,340,SM,1,,
T3-122,350,SM,1,,
T3-122,360,SM,1,41.5,
T3-122,370,SM,1,,
T3-122,380,SM,1,,
T3-122,390,SM,1,40.6,
T3-122,400,SM,1,,
T3-122,410,SM,1,,
T3-122,420,SM,1,43.2,
T3-122,430,SM,1,,
T3-122,440,SM,1,,
T3-122,450,SM,1,33.4,
T3-122,460,SM,1,,
T3-122,470,SM,1,,
T3-122,480,SM,1,33.1,
T3-122,490,SM,1,,
T3-122,500,SM,1,,
T3-122,510,SM,1,32.9,
T3-122,520,SM,1,,
T3-122,530,SM,1,,
T3-122,540,SM,1,32.9,
T3-122,550,SM,1,,
T3-122,560,SM,1,,
T3-122,570,SM,1,31.3,
T3-122,580,SM,1,,
T3-122,590,SM,1,,
T3-122,600,SM,1,32.2,fine to medium sand
T3-122,610,SP,1,,
T3-122,620,SP,1,,
T3-125,10,Pt,0,,thaw depth 62 cm
T3-125,20,Pt,0,,
T3-125,30,Pt,0,216.9,
T3-125,40,Pt,0,,
T3-125,50,Pt,0,,
T3-125,60,Pt,0,71,sample of frozen silt
T3-125,70,ML,1,,
T3-125,80,ML,1,,
T3-125,90,ML,1,73.5,
T3-125,100,ML,1,,
T3-125,110,ML,1,,
T3-125,120,ML,1,44.4,
T3-125,130,ML,1,,
T3-125,140,ML,1,,
T3-125,150,ML,1,29.1,
T3-125,160,ML,1,,
T3-125,170,ML,1,,
T3-125,180,ML,1,32.6,
T3-125,190,ML,1,,
T3-125,200,ML,1,,
T3-125,210,ML,1,35.1,
T3-125,220,ML,1,,
T3-125,230,ML,1,,
T3-125,240,Pt,1,196.2,
T3-125,250,Pt,1,,
T3-125,260,Pt,1,,
T3-125,270,ML,1,109,OL?
T3-125,280,ML,1,,OL?
T3-125,290,ML,1,,OL?
T3-125,300,ML,1,112.3,OL?
T3-125,310,ML,1,,OL?
T3-125,320,ML,1,,OL?
T3-125,330,ML,1,105.7,
T3-125,340,ML,1,,
T3-125,350,ML,1,,
T3-125,360,SM,1,50,
T3-125,370,SM,1,,
T3-125,380,SM,1,,
T3-125,390,SM,1,47.5,
T3-125,400,SM,1,,
T3-125,410,SM,1,,
T3-125,420,SM,1,38.3,
T3-125,430,SM,1,,
T3-125,440,SM,1,,
T3-125,450,SM,1,34.7,
T3-125,460,SM,1,,
T3-125,470,SM,1,,
T3-125,480,SM,1,33,
T3-125,490,SM,1,,
T3-125,500,SM,1,,
T3-125,510,SM,1,35.6,
T3-125,520,SM,1,,
T3-125,530,SM,1,,
T3-125,540,SM,1,30.3,
T3-125,550,SM,1,,
T3-125,560,SM,1,,
T3-125,570,SM,1,31.5,
T3-125,580,SM,1,,
T3-125,590,SM,1,,
T3-125,600,SM,1,32,
T3-125,610,SM,1,,
T3-125,620,SM,1,,
T3-125,630,SP,1,30.7,trace gravel
T3-128,10,Pt,0,,thaw depth 64 cm
T3-128,20,Pt,0,,
T3-128,30,Pt,0,102.6,
T3-128,40,Pt,0,,
T3-128,50,Pt,0,,
T3-128,60,Pt,0,80.8,sample of frozen silt
T3-128,70,ML,1,,
T3-128,80,ML,1,,
T3-128,90,ML,1,55.9,
T3-128,100,ML,1,,
T3-128,110,ML,1,,
T3-128,120,ML,1,52.1,
T3-128,130,ML,1,,
T3-128,140,ML,1,,
T3-128,150,ML,1,31.6,
T3-128,160,ML,1,,
T3-128,170,ML,1,,
T3-128,180,ML,1,32.5,
T3-128,190,ML,1,,
T3-128,200,ML,1,,
T3-128,210,ML,1,33.7,
T3-128,220,ML,1,,
T3-128,230,ML,1,,
T3-128,240,ML,1,37.4,
T3-128,250,ML,1,,OL?
T3-128,260,ML,1,,OL?
T3-128,270,ML,1,103.7,OL?
T3-128,280,ML,1,,OL?
T3-128,290,ML,1,,OL?
T3-128,300,ML,1,46.8,OL?
T3-128,310,ML,1,,OL?
T3-128,320,ML,1,,OL?
T3-128,330,ML,1,44.8,
T3-128,340,ML,1,,
T3-128,350,ML,1,,
T3-128,360,ML,1,114,
T3-128,370,ML,1,,
T3-128,380,ML,1,,
T3-128,390,ML,1,63.4,
T3-128,400,ML,1,,SM?
T3-128,410,ML,1,,SM?
T3-128,420,ML,1,49.5,SM?
T3-128,430,ML,1,,SM?
T3-128,440,ML,1,,SM?
T3-128,450,ML,1,52.8,SM?
T3-128,460,SM,1,,
T3-128,470,SM,1,,
T3-128,480,SM,1,35.3,
T3-128,490,SM,1,,
T3-128,500,SM,1,,
T3-128,510,SM,1,34.4,
T3-128,520,SM,1,,
T3-128,530,SM,1,,
T3-128,540,SM,1,31.9,
T3-128,550,SM,1,,
T3-128,560,SP,1,,
T3-128,570,SP,1,31.8,
T3-128,580,SP,1,,
T3-128,590,SP,1,,
T3-128,600,SP,1,31.7,
T3-128,610,SP,1,,
T3-128,620,SP,1,,
T3-128,630,SP,1,31.7,
T3-128,640,SP,1,,
T3-128,650,SP,1,,
T3-128,660,SP,1,32.9,
T3-128,670,SP,1,,
T3-128,680,SP,1,,
T3-128,690,SP,1,34.6,
T3-128,700,SP,1,,
T3-128,710,SP,1,,
T3-128,720,SW,1,11.9,30% gravel
T3-128,730,SW,1,,
T3-128,740,GW,1,,
T3-131,10,Pt,0,,thaw depth 48 cm
T3-131,20,Pt,0,,
T3-131,30,Pt,0,257,
T3-131,40,Pt,0,,
T3-131,50,Pt,0,,
T3-131,60,ML,1,140.9,
T3-131,70,ML,1,,
T3-131,80,ML,1,,
T3-131,90,ML,1,100.3,
T3-131,100,ML,1,,
T3-131,110,ML,1,,
T3-131,120,ML,1,43.3,
T3-131,130,ML,1,,
T3-131,140,ML,1,,
T3-131,150,ML,1,32,
T3-131,160,ML,1,,
T3-131,170,ML,1,,
T3-131,180,ML,1,36,
T3-131,190,ML,1,,
T3-131,200,ML,1,,
T3-131,210,ML,1,32.5,
T3-131,220,ML,1,,
T3-131,230,ML,1,,
T3-131,240,ML,1,31.9,
T3-131,250,ML,1,,
T3-131,260,ML,1,,
T3-131,270,ML,1,34.9,
T3-131,280,ML,1,,
T3-131,290,ML,1,,OL?
T3-131,300,ML,1,32.8,OL? sample - silt
T3-131,310,ML,1,,
T3-131,320,ML,1,,
T3-131,330,ML,1,33,
T3-131,340,ML,1,,
T3-131,350,ML,1,,
T3-131,360,ML,1,38.7,
T3-131,370,ML,1,,
T3-131,380,ML,1,,
T3-131,390,ML,1,42.4,
T3-131,400,ML,1,,
T3-131,410,ML,1,,
T3-131,420,ML,1,43.5,
T3-131,430,ML,1,,
T3-131,440,ML,1,,
T3-131,450,ML,1,34.1,
T3-131,460,SM,1,,
T3-131,470,SM,1,,
T3-131,480,SM,1,27.3,
T3-131,490,SM,1,,
T3-131,500,SM,1,,
T3-131,510,SM,1,33,
T3-131,520,SM,1,,
T3-131,530,SM,1,,
T3-131,540,SM,1,35.6,
T3-131,550,SM,1,,
T3-131,560,SM,1,,
T3-131,570,SM,1,28,
T3-131,580,SP,1,,
T3-131,590,SP,1,,
T3-131,600,SP,1,34.2,
T3-131,610,SP,1,,
T3-131,620,SP,1,,
T3-131,630,SP,1,32.8,
T3-134,10,Pt,0,,thaw depth 52 cm
T3-134,20,Pt,0,,
T3-134,30,ML,0,31.5,
T3-134,40,ML,0,,
T3-134,50,ML,0,,
T3-134,60,ML,1,124.6,
T3-134,70,ML,1,,
T3-134,80,ML,1,,
T3-134,90,ML,1,49.9,
T3-134,100,ML,1,,
T3-134,110,ML,1,,
T3-134,120,ML,1,63.6,
T3-134,130,ML,1,,
T3-134,140,ML,1,,
T3-134,150,ML,1,40.1,
T3-134,160,ML,1,,
T3-134,170,ML,1,,
T3-134,180,ML,1,36.2,
T3-134,190,ML,1,,
T3-134,200,ML,1,,
T3-134,210,ML,1,31.8,
T3-134,220,ML,1,,
T3-134,230,ML,1,,
T3-134,240,ML,1,32.9,
T3-134,250,ML,1,,
T3-134,260,ML,1,,
T3-134,270,ML,1,34.6,
T3-134,280,ML,1,,
T3-134,290,ML,1,,
T3-134,300,ML,1,34.6,
T3-134,310,ML,1,,
T3-134,320,ML,1,,1 cm peat layer
T3-134,330,ML,1,35.2,
T3-134,340,ML,1,,
T3-134,350,ML,1,,1 cm peat layer
T3-134,360,ML,1,39.4,
T3-134,370,ML,1,,
T3-134,380,ML,1,,
T3-134,390,ML,1,32,
T3-134,400,SM,1,,
T3-134,410,SM,1,,
T3-134,420,SM,1,39.5,
T3-134,430,SM,1,,
T3-134,440,SM,1,,
T3-134,450,SM,1,39,
T3-134,460,SM,1,,
T3-134,470,SM,1,,
T3-134,480,SM,1,37.8,
T3-134,490,SM,1,,
T3-134,500,SM,1,,
T3-134,510,SM,1,37.1,
T3-134,520,SM,1,,
T3-134,530,SM,1,,
T3-134,540,SM,1,40.7,
T3-134,550,SM,1,,
T3-134,560,SW,1,,
T3-134,570,GW,1,7.9,
T3-137,10,Pt,0,,thaw depth 67 cm
T3-137,20,Pt,0,,
T3-137,30,ML,0,40.4,
T3-137,40,ML,0,,
T3-137,50,ML,0,,
T3-137,60,ML,0,30.7,
T3-137,70,ML,0,,
T3-137,80,ML,1,,
T3-137,90,ML,1,47.1,
T3-137,100,ML,1,,
T3-137,110,ML,1,,
T3-137,120,ML,1,46.9,
T3-137,130,ML,1,,
T3-137,140,ML,1,,
T3-137,150,ML,1,40.6,
T3-137,160,ML,1,,
T3-137,170,ML,1,,
T3-137,180,ML,1,50.1,
T3-137,190,ML,1,,
T3-137,200,ML,1,,
T3-137,210,ML,1,37.2,
T3-137,220,ML,1,,
T3-137,230,ML,1,,
T3-137,240,ML,1,34.8,
T3-137,250,ML,1,,
T3-137,260,ML,1,,
T3-137,270,ML,1,38.8,
T3-137,280,ML,1,,
T3-137,290,ML,1,,
T3-137,300,ML,1,41.4,
T3-137,310,ML,1,,
T3-137,320,ML,1,,
T3-137,330,ML,1,37.7,
T3-137,340,ML,1,,
T3-137,350,ML,1,,
T3-137,360,SM,1,31.4,organic-rich
T3-137,370,SM,1,,organic-rich
T3-137,380,SM,1,,organic-rich
T3-137,390,SM,1,43.7,organic-rich
T3-137,400,ML,1,,organic-rich
T3-137,410,Pt,1,,OL?
T3-137,420,SM,1,35.4,
T3-137,430,SM,1,,
T3-137,440,SM,1,,
T3-137,450,SM,1,31.8,
T3-137,460,SM,1,,
T3-137,470,SM,1,,
T3-137,480,SM,1,34.1,
T3-137,490,SM,1,,
T3-137,500,SM,1,,
T3-137,510,SM,1,36.5,
T3-137,520,SW,1,,
T3-137,530,SW,1,,
T3-137,540,GW,1,8.6,
T3-140,10,Pt,0,,thaw depth 53 cm
T3-140,20,Pt,0,,
T3-140,30,Pt,0,27.2,sample of frozen silt
T3-140,40,ML,0,,
T3-140,50,ML,0,,
T3-140,60,ML,1,100.2,
T3-140,70,ML,1,,
T3-140,80,ML,1,,
T3-140,90,ML,1,69.1,
T3-140,100,ML,1,,
T3-140,110,ML,1,,
T3-140,120,ML,1,36.2,
T3-140,130,ML,1,,
T3-140,140,ML,1,,
T3-140,150,ML,1,50.1,
T3-140,160,ML,1,,
T3-140,170,ML,1,,
T3-140,180,ML,1,36.6,
T3-140,190,ML,1,,
T3-140,200,ML,1,,
T3-140,210,ML,1,46.9,
T3-140,220,ML,1,,
T3-140,230,ML,1,,
T3-140,240,ML,1,40,
T3-140,250,ML,1,,
T3-140,260,ML,1,,
T3-140,270,ML,1,34.2,
T3-140,280,ML,1,,
T3-140,290,ML,1,,
T3-140,300,ML,1,33.5,
T3-140,310,ML,1,,
T3-140,320,ML,1,,
T3-140,330,ML,1,45.8,
T3-140,340,ML,1,,
T3-140,350,ML,1,,
T3-140,360,ML,1,51.3,
T3-140,370,ML,1,,
T3-140,380,SM,1,,organic-rich
T3-140,390,SM,1,41.9,organic-rich
T3-140,400,Pt,1,,
T3-140,410,Pt,1,,OL?
T3-140,420,ML,1,30.9,
T3-140,430,ML,1,,
T3-140,440,SM,1,,
T3-140,450,SM,1,30,
T3-140,460,SM,1,,
T3-140,470,SM,1,,
T3-140,480,SM,1,33.1,
T3-140,490,SM,1,,
T3-140,500,SM,1,,
T3-140,510,SM,1,32.6,
T3-140,520,SM,1,,
T3-140,530,GW,1,,
T3-143,10,Pt,0,,thaw depth 59 cm
T3-143,20,Pt,0,,
T3-143,30,ML,0,41.2,
T3-143,40,ML,0,,
T3-143,50,ML,0,,
T3-143,60,ML,0,104.7,sample of frozen silt
T3-143,70,ML,1,,
T3-143,80,ML,1,,
T3-143,90,ML,1,65.3,
T3-143,100,ML,1,,
T3-143,110,ML,1,,SM?
T3-143,120,ML,1,45.7,SM?
T3-143,130,ML,1,,SM?
T3-143,140,ML,1,,SM?
T3-143,150,ML,1,35.5,SM?
T3-143,160,ML,1,,SM?
T3-143,170,ML,1,,SM?
T3-143,180,ML,1,35,SM?
T3-143,190,ML,1,,SM?
T3-143,200,ML,1,,SM?
T3-143,210,ML,1,68.6,SM?
T3-143,220,ML,1,,SM?
T3-143,230,ML,1,,SM? Organic-rich
T3-143,240,ML,1,39.8,SM? Organic-rich
T3-143,250,ML,1,,SM? Organic-rich
T3-143,260,ML,1,,SM? Organic-rich
T3-143,270,ML,1,36.5,SM? Organic-rich
T3-143,280,ML,1,,SM? Organic-rich
T3-143,290,ML,1,,SM? Organic-rich
T3-143,300,ML,1,45.9,SM? Organic-rich
T3-143,310,ML,1,,SM? Organic-rich
T3-143,320,ML,1,,SM? Organic-rich
T3-143,330,ML,1,51.3,SM? Organic-rich
T3-143,340,ML,1,,SM? Organic-rich
T3-143,350,ML,1,,SM? Organic-rich
T3-143,360,ML,1,44.1,SM? Organic-rich
T3-143,370,ML,1,,SM? Organic-rich
T3-143,380,ML,1,,SM? Organic-rich
T3-143,390,Pt,1,80.5,
T3-143,400,Pt,1,,
T3-143,410,ML,1,,
T3-143,420,ML,1,45.6,
T3-143,430,ML,1,,
T3-143,440,SM,1,,ML?
T3-143,450,SM,1,30.2,ML?
T3-143,460,SM,1,,ML?
T3-143,470,SM,1,,ML?
T3-143,480,SM,1,30.9,ML?
T3-143,490,SM,1,,ML?
T3-143,500,SM,1,,ML?
T3-143,510,SW,1,29.7,
T3-146,10,Pt,0,,thaw depth 58 cm
T3-146,20,Pt,0,,
T3-146,30,ML,0,30.9,
T3-146,40,ML,0,,
T3-146,50,ML,0,,
T3-146,60,ML,0,72.5,sample of frozen silt
T3-146,70,ML,1,,
T3-146,80,ML,1,,
T3-146,90,ML,1,58.6,
T3-146,100,ML,1,,
T3-146,110,ML,1,,SM?
T3-146,120,ML,1,40.4,SM?
T3-146,130,ML,1,,SM?
T3-146,140,ML,1,,SM?
T3-146,150,ML,1,41,SM?
T3-146,160,ML,1,,SM?
T3-146,170,ML,1,,SM?
T3-146,180,ML,1,40.9,SM?
T3-146,190,ML,1,,SM?
T3-146,200,ML,1,,SM?
T3-146,210,ML,1,40,SM?
T3-146,220,ML,1,,SM?
T3-146,230,ML,1,,SM?
T3-146,240,ML,1,48,SM?
T3-146,250,ML,1,,SM?
T3-146,260,ML,1,,SM?
T3-146,270,ML,1,41.7,SM?
T3-146,280,ML,1,,SM?
T3-146,290,ML,1,,SM?
T3-146,300,ML,1,41.7,SM?
T3-146,310,ML,1,,SM? Organic-rich
T3-146,320,ML,1,,SM? Organic-rich
T3-146,330,ML,1,48.5,SM? Organic-rich
T3-146,340,ML,1,,SM? Organic-rich
T3-146,350,ML,1,,SM? Organic-rich
T3-146,360,ML,1,41.5,SM? 
T3-146,370,ML,1,,SM? 
T3-146,380,ML,1,,SM? 
T3-146,390,ML,1,43.2,SM? 
T3-146,400,Pt,1,,
T3-146,410,Pt,1,,
T3-146,420,SM,1,33.3,ML?
T3-146,430,SM,1,,ML?
T3-146,440,SM,1,,ML?
T3-146,450,SM,1,33.9,ML?
T3-146,460,SM,1,,ML?
T3-146,470,SM,1,,ML?
T3-146,480,SM,1,33.2,ML?
T3-146,490,SM,1,,ML?
T3-146,500,SM,1,,ML?
T3-146,510,GW,1,7.8,
T3-149,10,Pt,0,,thaw depth 73 cm
T3-149,20,Pt,0,,
T3-149,30,ML,0,30.6,
T3-149,40,ML,0,,
T3-149,50,ML,0,,
T3-149,60,ML,0,30.6,
T3-149,70,ML,0,,
T3-149,80,ML,1,,
T3-149,90,ML,1,66.1,
T3-149,100,ML,1,,
T3-149,110,ML,1,,
T3-149,120,ML,1,39.5,
T3-149,130,ML,1,,
T3-149,140,ML,1,,
T3-149,150,ML,1,41.7,
T3-149,160,ML,1,,
T3-149,170,ML,1,,
T3-149,180,ML,1,35,
T3-149,190,ML,1,,
T3-149,200,ML,1,,
T3-149,210,ML,1,31,
T3-149,220,ML,1,,
T3-149,230,ML,1,,
T3-149,240,ML,1,41.6,
T3-149,250,ML,1,,
T3-149,260,ML,1,,
T3-149,270,ML,1,41.6,
T3-149,280,ML,1,,
T3-149,290,ML,1,,
T3-149,300,ML,1,31.2,
T3-149,310,ML,1,,
T3-149,320,ML,1,,SM? organic-rich
T3-149,330,ML,1,48.5,SM? organic-rich
T3-149,340,ML,1,,SM? organic-rich
T3-149,350,ML,1,,SM? organic-rich
T3-149,360,ML,1,54.1,SM? organic-rich
T3-149,370,ML,1,,SM? organic-rich
T3-149,380,ML,1,,SM? organic-rich
T3-149,390,ML,1,50.4,SM? organic-rich
T3-149,400,ML,1,,SM? organic-rich
T3-149,410,Pt,1,,
T3-149,420,SM,1,27.9,
T3-149,430,SM,1,,
T3-149,440,SM,1,,
T3-149,450,SM,1,34.8,
T3-149,460,SM,1,,
T3-149,470,SM,1,,
T3-149,480,SM,1,32.8,
T3-149,490,SM,1,,
T3-149,500,SM,1,,
T3-149,510,GW,1,18,
